,index,film_title,year,genre,duration,avg_vote
3974,38206,Quarantine 2: Terminal,2011,Horror,86,4.2
3975,38207,Glee: The 3D Concert Movie,2011,Documentary,84,3.0
3976,38218,The Day,2011,Fantasy,84,6.5
3977,38226,Friends with Kids,2011,Comedy,107,4.7
3978,38230,Sharpay's Fabulous Adventure,2011,Comedy,90,3.8
3979,38234,Goon,2011,Comedy,90,4.1
3980,38238,Hick,2011,Comedy,95,5.0
3981,38241,Setup,2011,Action,90,2.9
3982,38242,The Double,2011,Action,98,5.0
3983,38243,The Big Year,2011,Comedy,100,4.8
3984,38244,Margaret,2011,Drama,149,6.9
3985,38246,Neil Young Journeys,2011,Documentary,87,6.8
3986,38249,The Incident,2011,Horror,85,5.0
3987,38251,Jeff Who Lives at Home,2011,Comedy,83,7.4
3988,38253,Leave It on the Floor,2011,Musical,101,6.0
3989,38255,Machine Gun Preacher,2011,Action,123,4.1
3990,38256,Lovely Molly,2011,Horror,99,5.5
3991,38257,The Love We Make,2011,Documentary,94,6.0
3992,38259,Pariah,2011,Drama,86,7.3
3993,38261,"Peace, Love, & Misunderstanding",2011,Comedy,96,5.0
3994,38262,Courageous,2011,Drama,129,3.2
3995,38264,Puncture,2011,Drama,100,5.1
3996,38265,10 Years,2011,Drama,100,5.4
3997,38272,About Sunny,2011,Drama,103,6.0
3998,38274,Apollo 18,2011,Horror,86,3.6
3999,38275,The Courier,2011,Action,95,4.8
4000,38276,A Very Harold & Kumar 3D Christmas,2011,Comedy,90,5.5
4001,38278,Corman's World: Exploits of a Hollywood Rebel,2011,Documentary,95,7.0
4002,38280,Violet & Daisy,2011,Thriller,96,5.0
4003,38281,Your Sister's Sister,2011,Comedy,90,5.0
4004,38282,A Good Old Fashioned Orgy,2011,Comedy,95,7.3
4005,38287,Marley & Me: The Puppy Years,2011,Comedy,86,2.4
4006,38295,The Lie,2011,Drama,80,6.0
4007,38308,Without Men,2011,Comedy,86,3.5
4008,38309,Arena,2011,Action,94,2.7
4009,38310,Touchback,2011,Drama,118,4.0
4010,38313,Silver Bullets,2011,Horror,70,7.0
4011,38314,Uncle Kent,2011,Drama,72,6.5
4012,38315,George Harrison: Living in the Material World,2011,Documentary,208,7.5
4013,38318,The Greening of Whitney Brown,2011,Adventure,88,6.0
4014,38321,Detachment,2011,Drama,97,7.5
4015,38330,Girl Model,2011,Documentary,78,8.0
4016,38341,Magic Valley,2011,Drama,80,8.0
4017,38349,Jesus Henry Christ,2011,Comedy,91,7.7
4018,38353,David,2011,Drama,80,7.0
4019,38357,Comic-Con Episode Four: A Fan's Hope,2011,Documentary,88,6.0
4020,38358,Catching Hell,2011,Documentary,102,9.0
4021,38360,I Melt with You,2011,Drama,125,6.7
4022,38364,My Future Boyfriend,2011,Comedy,120,2.0
4023,38368,The Suite Life Movie,2011,Comedy,79,2.0
4024,38377,Freerunner,2011,Action,88,2.9
4025,38380,The Ballad of Genesis and Lady Jaye,2011,Documentary,65,5.0
4026,38381,Condition,2011,Drama,70,4.0
4027,38382,The Catechism Cataclysm,2011,Comedy,75,6.0
4028,38383,Bad Posture,2011,Drama,93,6.0
4029,38388,A Little Closer,2011,Drama,72,7.0
4030,38391,The Perfect Student,2011,Thriller,90,3.7
4031,38393,Faces in the Crowd,2011,Horror,102,4.0
4032,38394,The Howling: Reborn,2011,Horror,92,2.4
4033,38395,Sleepless Nights Stories,2011,Experimental,114,8.5
4034,38396,Twenty Cigarettes,2011,Documentary,99,7.5
4035,38401,American Masters: Woody Allen - A Documentary,2011,Documentary,210,7.5
4036,38402,Dark Tide,2011,Thriller,90,4.2
4037,38403,Rosewood Lane,2011,Horror,81,5.4
4038,38413,Catch .44,2011,Action,108,3.9
4039,38416,The Green,2011,Drama,90,5.0
4040,38420,Page One: Inside the New York Times,2011,Documentary,92,6.5
4041,38421,Storm War,2011,Fantasy,83,2.1
4042,38422,In the Family,2011,Drama,169,6.0
4043,38423,Bellflower,2011,Drama,106,6.0
4044,38424,Beasts of the Southern Wild,2011,Drama,91,6.8
4045,38425,Ai Weiwei: Never Sorry,2011,Documentary,90,5.9
4046,38426,Chasing Ice,2011,Documentary,78,7.9
4047,38433,The Imposter,2011,Documentary,95,6.4
4048,38435,True Justice. Urban Warfare: Part 1&2,2011,Action,87,5.0
4049,38436,True Justice. Lethal Justice: Part 1&2,2011,Action,90,5.0
4050,38437,A Princess for Christmas,2011,Comedy,90,6.2
4051,38438,Good Luck Charlie: The Movie,2011,Comedy,90,1.5
4052,38440,Goats,2011,Comedy,100,4.0
4053,38441,Celeste and Jesse Forever,2011,Comedy,89,5.5
4054,38442,Pretty Tough,2011,Sport,104,3.0
4055,38446,V/H/S,2011,Horror,104,5.7
4056,38447,That's What She Said,2011,Comedy,84,5.0
4057,38448,The Pact,2011,Thriller,91,6.3
4058,38451,True Justice. Brotherhood: Part 1&2,2011,Action,86,5.5
4059,38456,The Innkeepers,2011,Horror,100,6.1
4060,38457,Fly Away,2011,Drama,80,6.0
4061,38459,True Justice. Street Wars: Part 1&2,2011,Action,90,5.5
4062,38462,Hostel: Part III,2011,Horror,88,3.1
4063,38464,John Dies at the End,2011,Comedy,110,7.0
4064,38468,Geek Charming,2011,Comedy,90,3.0
4065,38475,Girl in Progress,2011,Comedy,93,3.3
4066,38477,ATM,2011,Thriller,87,3.7
4067,38478,DisCONNECTED,2011,Drama,81,4.0
4068,38479,Thin Ice,2011,Thriller,114,6.9
4069,38480,Teen Spirit,2011,Comedy,82,5.2
4070,38481,Taken from Me: The Tiffany Rubin Story,2011,Drama,88,6.0
4071,38482,Assassination Games,2011,Action,101,4.7
4072,38483,The Broken Tower,2011,Biography,110,4.5
4073,38490,The Collection,2011,Horror,94,5.5
4074,38492,The Truth Below,2011,Drama,85,3.0
4075,38493,Wrong Turn 4: Bloody Beginnings,2011,Horror,93,5.5
4076,38496,The Lost Valentine,2011,Romantic,100,6.4
4077,38512,Good Day for It,2011,Thriller,93,4.1
4078,38516,Hide Away,2011,Drama,88,4.7
4079,38519,The Perfect Family,2011,Comedy,84,6.0
4080,38521,Cloudburst,2011,Comedy,93,6.1
4081,38527,Resolution,2011,Horror,93,6.5
4082,38529,Meeting Evil,2011,Thriller,89,4.1
4083,38533,Rites of Passage,2011,Thriller,103,3.2
4084,38535,The Trouble with Bliss,2011,Comedy,97,5.8
4085,38536,October Baby,2011,Drama,105,1.0
4086,38540,Flesh Wounds,2011,Fantasy,81,5.0
4087,38543,Spooky Buddies,2011,Animation,88,3.0
4088,38544,Blue Crush 2,2011,Drama,113,2.8
4089,38561,Private Romeo,2011,Drama,98,8.0
4090,38562,I Am,2011,Documentary,71,6.0
4091,38565,Jamie and Jessie Are Not Together,2011,Comedy,89,4.0
4092,38570,Street Kings 2: Motor City,2011,Action,92,3.3
4093,38574,Sound of My Voice,2011,Drama,85,7.5
4094,38580,Steve Jobs: The Lost Interview,2011,Documentary,70,7.3
4095,38584,American Animal,2011,Comedy,95,6.0
4096,38587,Method to the Madness of Jerry Lewis,2011,Documentary,115,8.0
4097,38588,Inside Out,2011,Gangster,93,3.0
4098,38589,Age of the Dragons,2011,Fantasy,91,3.7
4099,38590,The Reunion,2011,Action,95,4.8
4100,38595,The Chateau Meroux,2011,Romantic,90,4.2
4101,38596,On the Inside,2011,Drama,95,4.0
4102,38598,Carjacked,2011,Thriller,89,3.2
4103,38600,House of the Rising Sun,2011,Action,90,3.5
4104,38604,Detention,2011,Horror,93,5.5
4105,38606,Midnight Son,2011,Horror,92,6.5
4106,38612,The Ghostmaker,2011,Horror,88,5.0
4107,38614,Mean Girls 2,2011,Comedy,96,3.8
4108,38618,War of the Dead,2011,Fantasy,86,4.0
4109,38626,The Good Doctor,2011,Drama,91,4.1
4110,38629,The Little Match Makers,2011,Comedy,106,2.0
4111,38635,The FP,2011,Comedy,82,2.0
4112,38636,Honeymoon for One,2011,Romantic,90,5.7
4113,38637,Fixing Pete,2011,Comedy,120,3.7
4114,38638,Angel Dog,2011,Drama,90,6.5
4115,38639,Jesse Stone: Innocents Lost,2011,Crime,91,5.3
4116,38640,The Victim,2011,Thriller,80,6.0
4117,38641,Dragon Crusaders,2011,Action,90,2.8
4118,38643,Mega Python vs. Gatoroid,2011,Action,90,1.8
4119,38644,L!fe Happens,2011,Comedy,100,4.4
4120,38649,Your Love Never Fails,2011,Comedy,96,4.2
4121,38650,Last Man Standing,2011,Drama,81,3.7
4122,38654,Keeping Up with the Randalls,2011,Comedy,83,7.3
4123,38655,Beyond the Blackboard,2011,Drama,95,6.9
4124,38660,William & Catherine: A Royal Romance,2011,Romantic,90,3.8
4125,38663,Tom and Jerry & The Wizard of Oz,2011,Animation,56,5.2
4126,38666,You May Not Kiss the Bride,2011,Comedy,100,3.0
4127,38671,Blood Out,2011,Action,90,4.0
4128,38681,Santa's Dog,2011,Comedy,90,2.0
4129,38683,Certain Prey,2011,Thriller,120,5.0
4130,38684,The Dog Who Saved Halloween,2011,Comedy,85,3.0
4131,38686,12 Dates of Christmas,2011,Comedy,83,5.3
4132,38692,Elephant White,2011,Action,91,5.4
4133,38697,Christmas Magic,2011,Drama,90,6.3
4134,38701,12 Wishes of Christmas,2011,Comedy,87,5.8
4135,38702,A Christmas Wedding Tail,2011,Comedy,90,8.0
4136,38704,Jackass 3.5,2011,Comedy,84,3.0
4137,38705,The Christmas Pageant,2011,Comedy,83,3.7
4138,38707,Last Days Here,2011,Documentary,91,6.0
4139,38709,Girl Walks Into a Bar,2011,Comedy,80,4.5
4140,38710,Smooch,2011,Comedy,90,5.7
4141,38712,Mandie and the Forgotten Christmas,2011,Drama,107,3.0
4142,38713,Trading Christmas,2011,Comedy,85,2.0
4143,38714,Love's Christmas Journey,2011,Drama,240,6.0
4144,38719,Love Begins,2011,Romantic,88,3.0
4145,38720,Love's Everlasting Courage,2011,Drama,88,4.5
4146,38722,Jiro Dreams of Sushi,2011,Documentary,81,7.4
4147,38723,Carnal Innocence,2011,Thriller,87,5.6
4148,38731,Paladin: Dawn of the Dragon Slayer,2011,Action,97,2.4
4149,38737,Swamp Shark,2011,Horror,85,3.7
4150,38753,Language of a Broken Heart,2011,Comedy,98,5.0
4151,38754,The Art of Flight,2011,Documentary,80,6.5
4152,38759,(A)sexual,2011,Documentary,75,6.0
4153,38762,Alyce,2011,Horror,90,4.7
4154,38764,Bert Stern: Original Madman,2011,Documentary,92,7.5
4155,38766,"A Fairly Odd Movie: Grow Up, Timmy Turner!",2011,Comedy,61,6.3
4156,38771,"Turtle Hill, Brooklyn",2011,Comedy,95,6.0
4157,38774,Julia X,2011,Horror,92,5.0
4158,38778,Jabberwock,2011,Fantasy,83,3.1
4159,38780,Beethoven's Christmas Adventure,2011,Comedy,90,2.5
4160,38785,He Loves Me,2011,Drama,90,5.5
4161,38787,Mistletoe Over Manhattan,2011,Romantic,90,5.4
4162,38791,Deadly Sibling Rivalry,2011,Thriller,90,5.1
4163,38794,25 Hill,2011,Drama,108,5.8
4164,38795,The Killing Game,2011,Thriller,90,4.6
4165,38797,Committed,2011,Thriller,85,6.0
4166,38800,Final Sale,2011,Thriller,91,3.5
4167,38804,Borderline Murder,2011,Thriller,85,6.3
4168,38805,We Have Your Husband,2011,Drama,87,5.2
4169,38808,Possessing Piper Rose,2011,Drama,89,5.4
4170,38814,Eames: The Architect & The Painter,2011,Documentary,85,6.5
4171,38815,Burn Notice: The Fall of Sam Axe,2011,Comedy,120,6.0
4172,38816,A Cinderella Story: Once Upon a Song,2011,Comedy,88,4.0
4173,38823,His Way,2011,Documentary,87,8.5
4174,38825,Duran Duran: Unstaged,2011,Documentary,121,6.4
4175,38826,Delete,2011,Fantasy,120,4.7
4176,38830,Annie Claus is Coming to Town,2011,Romantic,82,5.5
4177,38831,Miami Magma,2011,Action,97,1.6
4178,38832,Absentia,2011,Horror,87,4.3
4179,38833,The Greatest Movie Ever Sold,2011,Documentary,90,6.8
4180,38835,Documenting the Grey Man,2011,Horror,73,2.0
4181,38837,Anneliese: The Exorcist Tapes,2011,Horror,91,4.5
4182,38838,Paranormal Incident,2011,Horror,82,2.0
4183,38839,Megan Is Missing,2011,Thriller,85,5.7
4184,38844,Bloodrayne: The Third Reich,2011,Fantasy,79,4.0
4185,38852,Scents and Sensibility,2011,Drama,90,5.8
4186,38854,247°F,2011,Horror,88,4.5
4187,38866,The Lamp,2011,Drama,96,7.0
4188,38870,3 Holiday Tails,2011,Comedy,88,5.5
4189,38871,A Christmas Kiss,2011,Romantic,96,3.5
4190,38873,Ghost Storm,2011,Action,90,3.5
4191,38874,Sand Sharks,2011,Horror,86,1.0
4192,38878,Red Faction: Origins,2011,Fantasy,88,4.8
4193,38879,Goodnight for Justice,2011,Western,88,4.5
4194,38882,The Pastor's Wife,2011,Drama,87,2.0
4195,38885,Mermaids: The Body Found,2011,Fantasy,82,7.0
4196,38887,"Good Morning, Killer",2011,Thriller,90,4.0
4197,38889,Hide,2011,Drama,95,2.6
4198,38891,Ricochet,2011,Thriller,89,1.8
4199,38892,Super Tanker,2011,Action,83,2.6
4200,38894,Silent Witness,2011,Drama,90,5.5
4201,38899,Elevator,2011,Thriller,84,5.0
4202,38900,Cold Fusion,2011,Action,84,3.2
4203,38902,Husk,2011,Horror,83,6.0
4204,38905,"Connected: An Autoblogography About Love, Death & Technology",2011,Documentary,82,6.0
4205,38906,Cat Run,2011,Action,102,5.0
4206,38907,Bag of Bones,2011,Drama,157,4.9
4207,38909,Best Player,2011,Comedy,83,6.0
4208,38910,Innocent,2011,Thriller,89,5.3
4209,38912,The Ouija Experiment,2011,Horror,92,4.3
4210,38914,The Crying Dead,2011,Adventure,81,2.0
4211,38915,The Confession,2011,Action,91,5.5
4212,38916,Five,2011,Drama,87,4.0
4213,38917,4 Wedding Planners,2011,Comedy,77,4.0
4214,38921,Roadkill,2011,Fantasy,88,7.0
4215,38924,Xtinction: Predator X,2011,Horror,90,3.6
4216,38926,Metal Tornado,2011,Fantasy,90,2.7
4217,38927,Crash Site,2011,Drama,90,6.4
4218,38931,Battle of Los Angeles,2011,Fantasy,92,2.8
4219,38933,Escapee,2011,Horror,98,2.9
4220,38935,The Other F Word,2011,Documentary,98,6.0
4221,38937,Magic Beyond Words: The J.K. Rowling Story,2011,Biography,90,4.0
4222,38939,Reel Love,2011,Romantic,90,5.0
4223,38942,Rage of the Yeti,2011,Horror,86,2.0
4224,38943,Boggy Creek,2011,Horror,87,5.0
4225,38944,The Amazing Spider-man,2012,Super-hero,136,5.7
4226,38945,The Hobbit: An Unexpected Journey,2012,Adventure,174,6.8
4227,38946,Extremely Loud and Incredibly Close,2012,Drama,129,7.0
4228,38947,Big Miracle,2012,Drama,107,5.0
4229,38948,Man on a Ledge,2012,Thriller,102,5.7
4230,38949,The Apparition,2012,Horror,82,4.1
4231,38951,Gambit,2012,Comedy,89,5.1
4232,38953,Killing Them Softly,2012,Action,100,6.4
4233,38954,The Raven,2012,Thriller,111,5.2
4234,38956,The Vow,2012,Drama,104,5.6
4235,38961,Underworld Awakening,2012,Action,89,5.1
4236,38963,The Dictator,2012,Comedy,84,5.7
4237,38964,Here Comes the Boom,2012,Comedy,105,5.3
4238,38965,The Hunger Games,2012,Drama,142,5.7
4239,38966,Dark Shadows,2012,Comedy,113,6.6
4240,38967,People Like Us,2012,Drama,115,6.1
4241,38969,Being Flynn,2012,Comedy,86,5.9
4242,38971,Simon Killer,2012,Drama,105,7.3
4243,38976,Premium Rush,2012,Action,91,5.6
4244,38977,Men in Black III,2012,Action,105,5.2
4245,38988,Ghost Rider: Spirit of Vengeance,2012,Action,95,3.5
4246,38990,Seeking a Friend for the End of the World,2012,Comedy,94,6.6
4247,38991,Contraband,2012,Thriller,119,6.0
4248,38992,Ted,2012,Comedy,106,5.4
4249,38993,John Carter,2012,Fantasy,132,5.4
4250,38994,The Avengers,2012,Super-hero,142,6.8
4251,38995,Bullet to the Head,2012,Action,88,6.5
4252,38996,The Dark Knight Rises,2012,Action,165,7.0
4253,38997,Prometheus,2012,Fantasy,123,6.2
4254,38998,Mirror Mirror,2012,Drama,105,5.5
4255,39000,American Pie: Reunion,2012,Comedy,112,5.5
4256,39002,Snow White and the Huntsman,2012,Fantasy,127,5.6
4257,39007,Battleship,2012,Action,131,4.9
4258,39008,The Oranges,2012,Comedy,92,4.9
4259,39009,The Twilight Saga: Breaking Dawn - Part 2,2012,Fantasy,115,4.4
4260,39010,Savages,2012,Action,129,6.2
4261,39011,21 Jump Street,2012,Action,109,5.2
4262,39012,The Best Exotic Marigold Hotel,2012,Comedy,124,5.7
4263,39013,The Grey,2012,Action,117,6.1
4264,39016,Seven Psychopaths,2012,Comedy,109,6.8
4265,39018,Lay the Favourite,2012,Comedy,100,4.0
4266,39020,The Odd Life of Timothy Green,2012,Comedy,100,5.7
4267,39021,Argo,2012,Drama,120,7.3
4268,39026,Wrath of the Titans,2012,Action,125,4.4
4269,39027,The Devil Inside,2012,Horror,83,4.2
4270,39028,Step Up 4,2012,Musical,99,4.2
4271,39029,Safe House,2012,Action,110,6.2
4272,39030,The Cold Light of Day,2012,Action,93,4.5
4273,39031,Deadfall,2012,Drama,94,5.8
4274,39032,The Brass Teapot,2012,Comedy,100,6.1
4275,39034,The Silver Linings Playbook,2012,Comedy,120,7.0
4276,39036,Journey 2: The Mysterious Island,2012,Adventure,94,4.6
4277,39040,The Expendables 2,2012,Action,102,6.1
4278,39042,This Means War,2012,Action,98,4.4
4279,39045,House at the End of the Street,2012,Thriller,101,4.2
4280,39047,Austenland,2012,Comedy,97,4.2
4281,39048,Alex Cross,2012,Thriller,101,4.1
4282,39054,Joyful Noise,2012,Comedy,117,3.5
4283,39059,The Lucky One,2012,Drama,101,4.4
4284,39060,Arbitrage,2012,Drama,103,6.4
4285,39062,The Perks of Being a Wallflower,2012,Drama,103,7.0
4286,39064,Loosies,2012,Comedy,88,4.3
4287,39065,The Comedy,2012,Drama,96,4.0
4288,39066,The First Time,2012,Comedy,98,7.2
4289,39067,Hello I Must Be Going,2012,Comedy,95,6.0
4290,39068,Keep the Lights On,2012,Drama,101,8.7
4291,39069,Nobody Walks,2012,Drama,85,6.0
4292,39070,Safety Not Guaranteed,2012,Comedy,85,6.7
4293,39071,Save the Date,2012,Comedy,98,4.0
4294,39072,Smashed,2012,Comedy,91,5.9
4295,39073,The Sessions,2012,Drama,98,7.1
4296,39075,Wrong,2012,Drama,94,6.9
4297,39076,Black Rock,2012,Thriller,83,4.0
4298,39077,Excision,2012,Horror,81,6.1
4299,39078,The Words,2012,Thriller,96,5.6
4300,39079,Robot and Frank,2012,Comedy,90,6.7
4301,39080,Red Hook Summer,2012,Drama,130,4.7
4302,39081,Liberal Arts,2012,Comedy,95,6.6
4303,39082,"For a Good Time, Call...",2012,Comedy,87,5.4
4304,39083,California Solo,2012,Drama,93,9.0
4305,39084,Bachelorette,2012,Comedy,100,4.9
4306,39085,Red Dawn,2012,War,114,4.5
4307,39086,Rock of Ages,2012,Musical,123,5.0
4308,39088,Project X,2012,Comedy,88,5.2
4309,39089,Playing for Keeps,2012,Comedy,100,4.3
4310,39090,The Place Beyond the Pines,2012,Drama,140,7.2
4311,39091,The Three Stooges,2012,Comedy,92,4.1
4312,39092,The Five-Year Engagement,2012,Comedy,124,6.6
4313,39093,What to Expect When You're Expecting,2012,Comedy,110,4.5
4314,39094,Abraham Lincoln: Vampire Hunter,2012,Fantasy,110,4.6
4315,39095,Life of Pi,2012,Adventure,125,6.8
4316,39097,The Master,2012,Drama,138,7.1
4317,39099,West of Memphis,2012,Documentary,150,7.5
4318,39100,Twenty-Eight Hotel Rooms,2012,Drama,82,7.0
4319,39102,Red Tails,2012,War,125,5.1
4320,39103,Casa de mi Padre,2012,Comedy,85,1.0
4321,39105,The Cabin in the Woods,2012,Horror,105,5.9
4322,39106,A Thousand Words,2012,Comedy,91,4.9
4323,39107,Good Deeds,2012,Comedy,111,4.8
4324,39108,Safe,2012,Action,95,6.5
4325,39109,Act of Valor,2012,Action,101,5.2
4326,39112,Electrick Children,2012,Drama,96,6.7
4327,39113,Gone,2012,Thriller,95,3.9
4328,39114,Lock-Out,2012,Thriller,95,5.6
4329,39115,Diary of a Wimpy Kid: Dog Days,2012,Comedy,94,5.0
4330,39116,Lawless,2012,Gangster,115,6.5
4331,39122,Moonrise Kingdom,2012,Comedy,95,7.4
4332,39123,Lincoln,2012,Biography,149,7.0
4333,39124,Predisposed,2012,Comedy,85,5.0
4334,39126,Magic Mike,2012,Comedy,111,5.5
4335,39129,The Paperboy,2012,Thriller,101,5.9
4336,39130,Mud,2012,Drama,135,7.5
4337,39134,Jayne Mansfield's Car,2012,Drama,122,6.0
4338,39140,Sinister,2012,Horror,110,6.4
4339,39141,The Possession,2012,Horror,91,5.7
4340,39142,Django Unchained,2012,Western,163,7.8
4341,39144,The Bourne Legacy,2012,Action,135,5.9
4342,39145,The Stare,2012,Drama,93,3.3
4343,39146,About Cherry,2012,Drama,97,3.2
4344,39147,Tar,2012,Drama,72,4.5
4345,39148,Lovelace,2012,Drama,92,5.9
4346,39149,Hope Springs,2012,Comedy,99,5.7
4347,39153,That's My Boy,2012,Comedy,114,3.9
4348,39154,Total Recall,2012,Action,121,5.1
4349,39155,This Is 40,2012,Comedy,134,5.7
4350,39165,Jack and Diane,2012,Drama,106,4.8
4351,39175,Darling Companion,2012,Drama,103,5.4
4352,39177,The Watch,2012,Comedy,81,4.6
4353,39184,Una noche,2012,Drama,90,6.0
4354,39186,Sparkle,2012,Drama,110,5.2
4355,39191,Hemingway & Gellhorn,2012,Drama,154,6.1
4356,39194,The Baytown Outlws,2012,Action,98,5.8
4357,39196,Treasure Buddies,2012,Comedy,93,4.0
4358,39213,True Love,2012,Thriller,100,5.1
4359,39215,Freelancers,2012,Action,96,4.0
4360,39217,A Late Quartet,2012,Drama,105,6.6
4361,39219,Little Birds,2012,Drama,100,5.3
4362,39222,Mental,2012,Comedy,87,7.5
4363,39223,The Mooring,2012,Thriller,90,2.0
4364,39228,No One Lives,2012,Horror,86,5.5
4365,39233,Brake,2012,Action,92,5.0
4366,39236,Wyatt Earp's Revenge,2012,Western,89,4.1
4367,39240,Game Change,2012,Drama,118,6.3
4368,39259,Looper,2012,Action,118,6.8
4369,39260,Jack Reacher,2012,Action,130,6.6
4370,39261,Parental Guidance,2012,Comedy,96,4.1
4371,39262,The Cloth,2012,Horror,90,2.0
4372,39263,Would You Rather,2012,Drama,93,5.0
4373,39267,What Maisie Knew,2012,Drama,93,6.7
4374,39269,Zero Dark Thirty,2012,Thriller,157,7.2
4375,39272,See Girl Run,2012,Comedy,89,7.0
4376,39277,The We and the I,2012,Comedy,98,6.6
4377,39278,A Glimpse Inside the Mind of Charles Swan III,2012,Comedy,90,7.5
4378,39283,While We Were Here,2012,Drama,83,7.0
4379,39284,The Girl,2012,Drama,95,6.0
4380,39285,Bad Ass,2012,Action,95,6.4
4381,39288,The Fourth Dimension,2012,Comedy,106,6.8
4382,39292,Any Day Now,2012,Drama,97,6.8
4383,39293,The Giant Mechanical Man,2012,Comedy,94,7.0
4384,39294,Lola Versus,2012,Comedy,89,5.3
4385,39295,The Playroom,2012,Drama,83,5.0
4386,39296,Struck by Lightning,2012,Comedy,90,4.0
4387,39297,The Lords of Salem,2012,Horror,101,6.8
4388,39298,Dragon Eyes,2012,Action,91,6.5
4389,39300,The Magic of Belle Isle,2012,Comedy,109,4.3
4390,39301,Thanks for Sharing,2012,Comedy,110,5.8
4391,39302,Maximum Conviction,2012,Action,98,4.1
4392,39303,Girl Most Likely,2012,Comedy,103,5.5
4393,39304,Fire with Fire,2012,Thriller,97,4.4
4394,39305,The Company You Keep,2012,Thriller,125,6.6
4395,39306,SEAL Team Six: The Raid on Osama Bin Laden,2012,Action,100,5.0
4396,39307,Arthur Newman,2012,Comedy,101,4.8
4397,39308,The Babymakers,2012,Comedy,98,3.5
4398,39309,Stash House,2012,Thriller,95,4.3
4399,39310,The Philly Kid,2012,Action,90,4.3
4400,39312,The Iceman,2012,Drama,98,6.6
4401,39313,Stolen,2012,Action,96,5.0
4402,39314,The Tall Man,2012,Horror,106,6.6
4403,39315,Starlet,2012,Drama,103,7.2
4404,39316,Gimme the Loot,2012,Action,81,8.0
4405,39317,Eden,2012,Drama,98,5.6
4406,39318,Blue Like Jazz,2012,Comedy,106,5.0
4407,39319,The Do-Deca-Pentathlon,2012,Comedy,90,6.3
4408,39320,Fat Kid Rules the World,2012,Comedy,94,4.0
4409,39321,"3, 2, 1... Frankie Go Boom",2012,Comedy,89,7.3
4410,39324,Generation Um...,2012,Drama,96,2.2
4411,39325,Small Apartments,2012,Comedy,97,6.2
4412,39329,Chernobyl Diaries,2012,Horror,86,4.0
4413,39334,Maniac,2012,Thriller,100,6.0
4414,39343,Ruby Sparks,2012,Comedy,104,6.5
4415,39345,The Reluctant Fundamentalist,2012,Thriller,128,6.4
4416,39350,Knife Fight,2012,Drama,99,5.0
4417,39351,Freaky Deaky,2012,Comedy,93,3.0
4418,39372,Think Like a Man,2012,Comedy,123,3.9
4419,39378,Aquí y Allá,2012,Drama,110,8.0
4420,39379,Promised Land,2012,Drama,110,6.8
4421,39406,End of Watch,2012,Action,109,5.9
4422,39412,Hitchcock,2012,Biography,97,6.0
4423,39415,Transit,2012,Action,88,4.6
4424,39416,Battlefield America,2012,Drama,106,3.0
4425,39417,Crooked Arrows,2012,Sport,100,4.3
4426,39420,The Campaign,2012,Comedy,85,5.1
4427,39425,Madea's Witness Protection,2012,Comedy,114,2.3
4428,39426,Katy Perry: Part of Me,2012,Documentary,94,6.0
4429,39427,Hit and Run,2012,Action,94,6.0
4430,39429,Won't Back Down,2012,Drama,121,5.9
4431,39432,Trouble with the Curve,2012,Drama,111,6.1
4432,39434,Chasing Mavericks,2012,Drama,116,4.7
4433,39438,Spring Breakers,2012,Adventure,92,6.6
4434,39440,Smitty,2012,Drama,94,5.0
4435,39443,To the Wonder,2012,Drama,112,6.0
4436,39449,Flight,2012,Drama,138,6.8
4437,39456,The Girl from the Naked Eye,2012,Action,84,3.7
4438,39458,Breathless,2012,Thriller,91,5.0
4439,39459,Pitch Perfect,2012,Comedy,112,5.6
4440,39472,All You Can Dream,2012,Comedy,79,2.0
4441,39475,Greetings from Tim Buckley,2012,Drama,99,3.0
4442,39476,Stand Up Guys,2012,Comedy,94,6.3
4443,39486,Roman Polanski: Odd Man Out,2012,Documentary,88,8.0
4444,39488,The Man with the Iron Fists,2012,Action,96,5.6
4445,39495,Not Fade Away,2012,Drama,112,7.0
4446,39498,Grassroots,2012,Comedy,98,5.0
4447,39499,Assassin's Bullet,2012,Action,90,3.4
4448,39500,Soldiers of Fortune,2012,Action,94,6.0
4449,39504,Compliance,2012,Drama,90,6.9
4450,39508,Disconnect,2012,Drama,115,6.7
4451,39514,Somebody Up There Likes Me,2012,Comedy,76,6.0
4452,39520,Crave,2012,Drama,113,2.5
4453,39522,Big Sur,2012,Drama,100,4.0
4454,39523,Cirque du Soleil: Worlds Away,2012,Fantasy,97,5.8
4455,39527,Ape,2012,Drama,86,6.5
4456,39532,Kiss of the Damned,2012,Drama,97,5.3
4457,39534,Beverly Hills Chihuahua 3: Viva La Fiesta!,2012,Comedy,89,4.0
4458,39541,Frances Ha,2012,Comedy,86,7.3
4459,39543,"Love, Marilyn",2012,Documentary,105,4.3
4460,39545,Much Ado About Nothing,2012,Comedy,110,7.8
4461,39547,Stuck in Love,2012,Drama,97,5.1
4462,39549,The Time Being,2012,Thriller,88,5.0
4463,39558,Bad 25,2012,Documentary,123,6.1
4464,39568,Low Tide,2012,Drama,92,6.6
4465,39577,Harry Dean Stanton: Partly Fiction,2012,Documentary,77,8.0
4466,39578,Aftershock,2012,Horror,89,5.0
